app_name,review_text,rating,sentiment_label
Amazon,I love this app but I just can't delete it no matter how I try three stars,3,Neutral
Amazon,"Amazon has given me a huge headache. They send an order to the LAST address that was used, there is no ""MAIN ADDRESS"" although despite that I keep finding out after I order that it's going to an address I didn't use last time. It's done that twice now. Now I have an item I just ordered and I CANT cancel the delivery even though I JUST ordered it. I might consider cancelling my prime subscription. instead.",1,Negative
Amazon,I'd like to congratulate Amazon for forcing me to quit buying so much from you. removing tablet compatibility has slowed down my buying patterns. why did you do that?,1,Negative
Amazon,this app is giving me headaches. doesn't work everytime. especially when I want to order smthing it keep saying something went wrong.,1,Negative
Amazon,"great app, it's a shame it's let down by the low capacity individuals on the delivery team.",4,Positive
Amazon,Great,5,Positive
Amazon,What this have not Bangladesh language and ৳ 😡🤬😠😠😡😠😡😠😡😠😡😠😡😠😡😠😠🤬,1,Negative
Amazon,❤️ it.,5,Positive
Amazon,its so handy to have amazon takes away alot of stress,5,Positive
Amazon,Love the Amazon app 👌 ❤️,5,Positive
Amazon,prices too high for me,3,Neutral
Amazon,no personal contact,1,Negative
Amazon,The quality of products has significantly declined. Fake reviews are rampant. Volume > Value is their business model.,1,Negative
Amazon,it's like a huge cock down your throat every time.,1,Negative
Amazon,I didn't Product and it's mention already delivered what's Going On Amazon. Last delivery I received damaged and Opened packaging.,1,Negative
Amazon,yeah what can you say? Just a great service,5,Positive
Amazon,great app,5,Positive
Amazon,I gotta new phone number now I can't even start a new account cause who ever had the number before I did I guess was scamming these people so now I can't even use the app I understand why but I'm loosing out because of someone else's trickary I'm one of the most honest people around but I get punished for the wrong doing of others but I have to understand right 👍 god bless America,1,Negative
Amazon,I shop almost EVERYTHING on Amazon. It's very convenient for me. Thank you.,5,Positive
Amazon,"Amazon sucks,i ordered some food items on my EBT card and because the keypad to put my pin didn't pop up they charged my credit card without my authorization i tried to cancel my order but they wouldn't refund me I will never do business with them again they really really suck.",1,Negative
Amazon,First results are ads instead of the best products,1,Negative
Amazon,Works great!,5,Positive
Amazon,it's a really good app reliable and quick.,5,Positive
Amazon,greatest,5,Positive
Amazon,"CAN YOU MAKE A ""DARK MODE"" OPTION IN YOUR SETTINGS??? AMAZON SHOPPING IS THE ONLY APP WITHOUT A DARK MODE SETTING.",4,Positive
Amazon,can't even do returns on the latest update. it goes through ai and is stuck after the first question.,2,Negative
Amazon,"MR[$] MARIO DUMORNAY,,GG,,OKEY,, YES,,GOOD,,👍,👊,🙏",5,Positive
Amazon,Amazon shopping app has just stopped working on my Google 16 version can anyone help,1,Negative
Amazon,"Orders delivered today now show as ""yesterday"" once GMT/UTC is on the next day",2,Negative
Amazon,You get false charges on your card. Amazon has declined in service. Absolutely not worth Prime anymore. Gonna be charging back the mega-corporation. Bezos can afford it.,1,Negative
Amazon,"Absolutely perfect! This [Product Name] exceeded my expectations. The quality is top-notch, it arrived exactly as described, and it was packaged very securely",5,Positive
Amazon,new 2 dis ♡,5,Positive
Amazon,no one there understands basic English. the customer service center employees are extremely rude and increasingly stupid. I can't stand the horrible way they are treating extremely loyal customers and I have completely closed my account. I highly recommend everyone to boycott this company. customers deserve to be treated cordially and to be understood right away. bring call centers to America and improve the business relations skills of all companies!,1,Negative
Amazon,Will not allow the app to be placed on my tablet for easy use. Back to the phone I go.,3,Neutral
Amazon,The products never on time,1,Negative
Amazon,everything good,4,Positive
Amazon,keeps on cancelling my orders for no reason I was using a visa gift card,1,Negative
Amazon,"Amazon is always reliable with the orders, promos, returns, customer service , etc.. My girl does alot of business with Amazon and has nothing to complain about and it seems like as soon as she chooses a different vendor, occasionally, there's always a problem. Thumbs up for Amazon.",5,Positive
Amazon,ok,3,Neutral
Amazon,pushy,1,Negative
Amazon,"terrible this app is basically a scam they take your money tell you it declined but gives to a delivery date then verbally insults you (customer service by the way) tells you, you need to pay again then tells you, you can't get a refund and calls you a liar and tells you that it doesn't show a delivery date but on there end it doesn't say that but refuses proof screenshots or even bank statements nothing they could do terrible service don't buy from them they will rob and scam you be careful.",1,Negative
Amazon,Amazon is the best place for shopping,5,Positive
Amazon,also won't let me make an account,1,Negative
Amazon,cannot complete returns. It asks about the reason for return but does not allow you to answer.,1,Negative
Amazon,"Reduced my rating down to 1 star due to forced usage of their AI garbage (Rufus). Congratulations, you finally made me uninstall your app. It is finally that bad.",1,Negative
Amazon,why are there ads in videos if I'm already paying for prime? I understand now why people want to off bozos that greedy F. ucker,1,Negative
Amazon,easy👍,5,Positive
Amazon,so far it's good I'm a first time user,4,Positive
Amazon,idk 😐😶 how 😂,5,Positive
Amazon,delivery was quick love the products I ordered,5,Positive
Amazon,"bugging a lot, slow and doesnt seem to fit my needs. i love the app but the glitches and not loading needs to stop. ive restarted my phone multi times, deleted reinstalled AND updated it when it was needs FEW days ago. not sure whats up Amazon but fix it. its becoming an annoyance that i cant even order sometime since it wont load.",1,Negative
Amazon,ez to get my packages.,5,Positive
Amazon,Amazon is great place to shop!!!,5,Positive
Amazon,I've only ordered a couple of times but I was very happy with everything thankyou,5,Positive
Amazon,Always there when you need them ! Thanks !,5,Positive
Amazon,Super convenient and mostly reliable.,5,Positive
Amazon,Good,5,Positive
Amazon,i would like to know why your app is using a lot of my data when I have that turned off and also notifications blocked!? wth your taking a lot of my data ?! why and how are you allowed to do that when I have it set so you don't use my data!? im actually very upset about this ?!,1,Negative
Amazon,like 👍,5,Positive
Amazon,it keeps on saying the items you've chosen are not available so annoying,1,Negative
Amazon,"im irate. I don't return stuff much, but today I try to return it to a UPS store. couldn't pull up my order on the app because your site was down. then I call and sit for half hour with a customer service rep and she says she will call me back in 1/2 hour. so I drove 1/2 to ups to waste over an hour already just to wait for her to call back sitting in the parking lot of ups to hopefully get this fixed. like I have nothing better to do",1,Negative
Amazon,"horrible app, false delivery dates, poor customer service, DONT USE IT",1,Negative
Amazon,fun shopping.,5,Positive
Amazon,Deliberately stopped me from redunding,1,Negative
Amazon,For last several days site crashes. In both the app and website.,1,Negative
Amazon,"I would like to change the address on my account so my orders will not get delivered to my home, I would prefer to pick up my orders at 3476 Glen Erin Dr. it is a Hasty Market, post office. Thank You, Nemone Puddicombe.",5,Positive
Amazon,"AMAZON HAS BLOCKED ME FROM LEAVING ANY NEW REVIEWS ON ITEMS THAT I HAVE PURCHASED IN THE PAST 6 MONTHS! BUT YET, AMAZON REPRESENTATIVE SAYS THERE ARE NO BLOCKS OR ANY NEGATIVE MARKS PREVENTING ME FROM LEAVING NEW REVIEWS!",3,Neutral
Amazon,"seems like Everytime I order something , something comes up where Amazon delivery is having truck issues multiple times. shipments arrive late, there app gives you false time frames getting you're hopes up for nothing. they don't care if it arrived by 8pm , totally unacceptable for being this big of a corporation",1,Negative
Amazon,"Get rid of the annoying dogs on the ""oh oh something went wrong"" page. They're not cute, they're not funny, just get developers that know how to programme instead. #LearnToCode",1,Negative
Amazon,I love the immediate notification And I will also Like to be notified When the package is in my front door,5,Positive
Amazon,absolutely ease of the site and variety for Ireland,5,Positive
Amazon,good,5,Positive
Amazon,አድስ ገቢ ነኝ ልየው,4,Positive
Amazon,"latest update has led to the Bluetooth lockers no longer functioning properly - even with Bluetooth switched on, it detects nothing. When trying to connect to the locker, the app simply freezes. I've seen better updates in my cat's litter tray!",1,Negative
Amazon,"Just stop the auto correct already, amazon is destroying the search experience. In browser I cant even select what I literally typed. Pure insanity, just absolute pure insanity. I can't wrap my head around this. Edit: also the sort by price option has been removed",1,Negative
Amazon,Quick and free deliveries. Love it!,5,Positive
Amazon,".5⭐ Barely functional. For instance if you're purchasing an HDMI cable, there will be options for different lengths. When you press on the length you want, the app completely locks up for AT least 10 full seconds before it becomes functional. It's even worse when selecting different colors for let's say a cabinet. By the time you choose the color until it loads the image, almost 15 seconds. Just navigating the app alone is extremely sluggish and unintuitive. Total trash. Same on the mobile site",1,Negative
Amazon,they allow liars to sell their stuff but won't post review of me calling out liars... so now i call them out... lying is not ok and should be published...,1,Negative
Amazon,شركه نصابه,1,Negative
Amazon,Quick & easy-to-use,5,Positive
Amazon,3/02/2026: Dark mode is still missing.,2,Negative
Amazon,haven't started yet .,3,Neutral
Amazon,Hi how are you I'm ordered for you credit card 1 months so not come for my credit card Please I want request for you so my order you check for successful please quickly transfer for me credit card quickly delivery Muhammad Aamir this name Please I want request for you 🙏🙏🙏🙏🙏🙏🗣️🗣️🗣️,5,Positive
Amazon,"Cannot believe you discontinued the android tablet version. The web version is too hard to see, and its search bar randomly puts in gibberish when typing. I guess it is a good thing for my bank account though. I noticed I avoid shopping on Amazon as much as I used to. I use my tablet to browse for products while relaxing, not my phone, and select APPS to shop. Will be reconsidering that Prime subscription too since you have decided to discriminate against android users.Bad decision Amazon.",1,Negative
Amazon,Absolutely brilliant. Enough Said.,5,Positive
Amazon,It's been very good,4,Positive
Amazon,very helpful,5,Positive
Amazon,had zero in my card and somehow placed an order 10/10,5,Positive
Amazon,"90% of orders placed with Amazon, I get notifications that says out for delivery. Yet it doesn't arrive. Your next message is unknown delivery date. Don't subscribe to Amazon. Amazon is no longer what it used to be. Definitely paying Amazon for your subscription for Prime isn't worth it. Non Prime and Prime members mean the same thing. Only difference is you're giving Amazon free money with Prime accounts.",1,Negative
Amazon,"The latest update where the ""add to cart button"" gets replaced with the ""add to delivery button"" is extremely annoying when using a shared family account going to separate addresses with different payment methods.",4,Positive
Amazon,"terrible UI. hard to navigate. so confusing to search through. unpleasant and hard to look at. it looks so bland, i thought i downloaded a fake app.",2,Negative
Amazon,I love it...,5,Positive
Amazon,love it,5,Positive
Amazon,Great service,5,Positive
Amazon,No OTPs received. I checked my phone number and it is correct. I checked my spam folder and still nothing.,1,Negative
Amazon,delivery used to be on time but over the last 6 months about 75% of deliveries are late or don't even come. it's getting to be a big hassle having to reorder stuff again and again and again and again time to move on and find somewhere different to shop,1,Negative
Amazon,"This has been fine for years, I had to wipe my phone and start fresh but now amazon is saying my android phone isn't compatible with the app.",1,Negative
Amazon,"reliable, easy access, deliver at the right time.",4,Positive
Amazon,"Push notifications can't be disabled, the app is constantly sending adverts via push notifications even all notifications are disabled in the app and system wide. reinstalled the app, still all I get is advertisment... such a rubbish, will have to delete my account",1,Negative
Amazon,Amazon prime is a ripoff. prime delivery takes days longer than regular shipping. dont waste your money on prime B.S.,1,Negative
Amazon,In I was told that is fantástica.,4,Positive
Amazon,Great app always helpful..fast delivery,5,Positive
Amazon,really getting tired of when I purchase an item no matter what it is or how long you wait till the last minute to take the money out I did 2 day shipping on a item and didn't take the money out till the night right before and depending on circumstances something on that card will take out then you hit me with payment revision then I got to add money and pull out of my other account to pay bc you didn't pull the money out when I bought the product,3,Neutral
Amazon,best online app,5,Positive
Amazon,"it is nearly impossible to cancel your subscription for some people, and I am unfortunately one of them. the subscription does not show up in my google play app, and the amazon app simply redirects to the google play app. both amazon and google support reps seem helpless in the face on this cycle, truly an incredible business tactic though; if you can't cancel you cant stop giving them money",1,Negative
Amazon,best,5,Positive
Amazon,"Search no longer functions (if you want something specific, it's often better to use a search engine and follow a link to Amazon, than their own Search). Seems they have abandoned any kind of search algorithm and given the job over to an LLM which has either been programmed or implemented very, very poorly.",1,Negative
Amazon,It's terrible that they take money for Amazon Prime by tricking customers.,1,Negative
Amazon,already did and some one just deleted what I have to say/feedback,1,Negative
Amazon,love my Amazon shopping,5,Positive
Amazon,not compatible with my tablet now?!? hate it.,1,Negative
Amazon,Good shopping experience.,5,Positive
Amazon,Amazon now likes to tell me my order has shipped yet FedEx has not even picked up the package yet. Just lying to me about where my package is does not make it come faster.,1,Negative
Amazon,Still slow and buggy.,1,Negative
Amazon,Love this app! Still!!,5,Positive
Amazon,prime baby,5,Positive
Amazon,it's ok not always a good selection of products and not everything is of good quality but delivery is quick,4,Positive
Amazon,very bad,1,Negative
Amazon,I never downloaded this app,1,Negative
Amazon,اسوء موقع شراء بجد موقع زباله وحراميها اول ما اعمل اردر وادفع بالفيزا يجي بعد يوم الاستلام يبعت رساله اعتزاري ويروح خاصم تمن التوصيل ويخصم الضرائب واللي انا طلبتو ما يوصلش ودة مش اول مرة لا دة تاني مرة رجعولي فلوسي يا حراميه حسبنا الله ونعم الوكيل,1,Negative
Amazon,shopping with Amazon is easy to find and get what you need no and they will help you out when you need it,5,Positive
Amazon,"security on your site is a joke. had to reset my password and you sent the email code, then instead of letting me forward, you switched to ask for the phone number, gave that, then got sent back to enter another code on the email, then claimed billing verification required when that's been done, you sent an email with directions but no email in sight. temu is gonna kill your business with the payment options alone, aside from you charging my card that ""needs verification"" when I buy nothing",1,Negative
Amazon,"Love the products, convenience, and easy returns. what I don't like is it keeps closing out. It shuts down just when I find information on an item of interest. It's like it knows and is pulling a joke. NOT funny. Very aggravating. I have even deleted and reloaded the app, it still happens.",3,Neutral
Amazon,"customer service ai bot told me to keep product that arrived broken and refused me a refund or return, Amazon staff told me they ""Will not help"" buyer beware",1,Negative
Amazon,"keeps crashing on my s25 ultra, stating amazon devs need to fix a bug",1,Negative
Amazon,love amazon,5,Positive
Amazon,I love it,5,Positive
Amazon,this app must be written by morons. I actually want to order something I already ordered before but it gives no directions on how to do that!,1,Negative
Amazon,they have sent the wrong items on thousands of dollars worth of stuff and act like it's nothing when I pay for prime I expect to get what I order,1,Negative
Amazon,Server has been really slow lately. There's a lot more lag than normal. Should be a little more clear as to what the minimum guidelines are for buy now pay later with affirm and klarna,3,Neutral
Amazon,Great customer service,5,Positive
Amazon,I appreciate Amazon's communication skills ilin regards to item discrepancies. I also like the variety of items for sale here!,5,Positive
Amazon,get rid of the AI slop assistant and just let me cancel the order you lost in transit,1,Negative
Amazon,"Amazon Sucks!!! This app is now totally unusable on a tablet! For anyone thinking of buying an Amazon Fire tablet so that they can use the Amazon shopping app, I would say DON'T DO IT! The Fire tablet is the most crippled tablet in existence! Their app store is worthless and has only a scant handful of major apps available. Amazon seems to be cutting off their nose to spite their face (so to speak)! Decisions like this will help put them out of business, or at least put a HUGE dent in it!!",1,Negative
Amazon,really happy to help,5,Positive
Amazon,Awesome customer service.,5,Positive
Amazon,"packages have been late for ""an unexpected problem"" for two days now. even when using prime this app ain't worth the money",1,Negative
Amazon,convenient and easy-to-use,5,Positive
Amazon,if u always go on Amazon website I recommend getting the app and an account,5,Positive
Amazon,"the user experience of the app has been consistently declining over the past few years. customer service has been increasingly difficult to access. it's getting tougher to distinguish between quality products and cheap ""knock offs"". They allow tons of fake reviews on their platform. Rufus is one of the worst implementations of AI I have experienced.",2,Negative
Amazon,"Easy to use, and a good delivery system, but sellers use deceptive methods. Some products will be sold in bulk, and hide how many are sold. For instance, a small x3 in the product description to hide how many are sold. The photo will not match that.",2,Negative
Amazon,fast shopping,5,Positive
Amazon,very good business,4,Positive
Amazon,"Not liking Amazon Haul, and the fact that there is no way to toggle it off. I pay for Amazon Prime and do not wish to have Amazon Haul options scattered through my searches. If I wanted to buy cheap stuff that takes ages to come I'd use Wish or Temu. Fix this Amazon!",1,Negative
Amazon,"u can perty much get anything u want, just been noticing lots of 💩 here now it's from temu, Amazon's doesn't check for quality on products we buy. and all these vendors sell 💩 from temu",2,Negative
Amazon,dontlike,5,Positive
Amazon,I love how they have free stuff for shopping 🛍️,5,Positive
Amazon,better than ever a lot of people should shop here prices are lower than the store and better Amazon is like a book and a lot more stuff that s what I like. send it please 🙏,5,Positive
Amazon,"I'm never going to add my fingerprint to this app, quit asking.",2,Negative
Amazon,very good,5,Positive
Amazon,good,4,Positive
Amazon,love it 🎉🎉,5,Positive
Amazon,so handy,5,Positive
Amazon,The app was ok until recently. The new AI return process doesn't work. There's no text box to respond to the 1st follow up question.,2,Negative
Amazon,I did not authorize this purchase. please refund the amount back to the account you took it out of.,1,Negative
Amazon,"stupid ""ai"" trying to return item asks question and have no text box to fill",2,Negative
Amazon,"never processes my payments. card has plenty of money and doesn't have Amazon blocked or anything. then the day before I'm expecting anything they say ""oops that didn't work enter card info again, now you have to wait another WEEK""",1,Negative
Amazon,look at your buy stuff it works out living from Paul,5,Positive
Amazon,TEMU Has BETTER customer service!,1,Negative
Amazon,$15 a month is OUTRAGEOUS AND YOU STILL HAVE TO HAVE COMMERCIALS! GOUGING PEOPLE SUCKS YOU ALL OUGHT TO BE ASHAMED OF OURSELVES!,1,Negative
Amazon,"Amazon Grocery SUCKS. DO NOT RECOMMEND. THEY DO NOT CANCEL SUBSCRIPTIONS AS REQUESTED, DELIVERY SUX AND DRIVERS ALL REQUEST TIPS ON YOUR PAYMENT EVEN AFTER CASH TIPS. ORDER DOES NOT COME TOGETHER or in 1 day. you suc amzo. stop charging me",1,Negative
Amazon,I love shopping with Amazon and it's so is to returns,5,Positive
Amazon,supports ice.,1,Negative
Amazon,always on point,5,Positive
Amazon,"canot access my account, it keeps telling me to reset my password, it tells me it sent my code and then just doesn't, or it takes ages and by the time it's sent (again, if it even does get sent) it's already expired or I'm stuck waiting for the next one. At this point creating a new one would be quicker and less stressful.",1,Negative
Amazon,"I am writing to express my deep dissatisfaction with your delivery service. It has become the worst delivery service I have ever experienced. I have been using your platform since it was Souq, and back then, the service was reliable and efficient. Unfortunately, my recent experiences have been so disappointing that I have decided to delete my account !",1,Negative
Amazon,extremely fast delivery love Amazon,5,Positive
Amazon,can not live with it.,5,Positive
Amazon,"Great Service, we have never had any problems. Thank you",5,Positive
Amazon,orders never on time support always sorry. this becoming bad business.,1,Negative
Amazon,good,5,Positive
Amazon,I love Amazon,5,Positive
Amazon,I have the Amazon shopping app on my phone but I can't have it on my tablet?????,1,Negative
Amazon,you have a great line of products.,4,Positive
Amazon,easy to use app,5,Positive
Amazon,"My experience delivery was scheduled for yesterday and in sat right there where it says ordered all day so they lie saying expected, and today its moved past shipped and saying expected today get real this corporation has clearly gotten to big for its britches and it's B.S no stars this week",1,Negative
Amazon,"I haven't ordered in awhile, but now dealing with the hassle to return a fake cellphone. I'm never going to waste my time after dealing with this headache. Don't buy from Amazon. The service has gone down hill . ur customer service is garbage 🗑",1,Negative
Amazon,It doesn't need explaining,5,Positive
Amazon,ABSOLUTELY 💯 THE BEST,5,Positive
Amazon,not available in Pakistan and product prices is too high very bad very very bad.,1,Negative
Amazon,not installing in my phone,1,Negative
Amazon,"put in a permanent diet selection method. for example only show gluten free foods. stop trying to trick people with ""sponsored"" products that could kill them.",1,Negative
Amazon,"Amazon used to be great. Now about half of my orders are either lost, empty packages, or broken products being delivered. DO BETTER.",2,Negative
Amazon,crashes too much. can't rely on it,2,Negative
Amazon,fun fun fun!!!!,5,Positive
Amazon,on delivery of things. WHY NOT TAKE PICTURES OF WHERE U LEFT THE PACKAGE. ANY KIND OF DeLIVERY SO THEN WE DONT HAVE TO WORRY ABOUT WHERE IT IS .???,5,Positive
Amazon,it's very convenient and you deliver when you say you will,5,Positive
Amazon,keeps getting stuck,1,Negative
Amazon,Excellent,5,Positive
Amazon,paid extra for expedited shipping.. didnt arrive on specified date. didnt receive refund on the extra shipping cost. Ridiculous.,3,Neutral
Amazon,The worst customer service ever in Egypt. They are useless when it comes to any issues and very rude on the phone particularly a supervisor named Fady in the shipping department. He will say that there is a system issue and tell the customer to call back and hang up on you. I have emailed a formal complaint and awaiting their response,1,Negative
Amazon,I was hacked people are still trying to get orders onm account,3,Neutral
Amazon,Les services et le support sont devenus vraiment très mauvais.,1,Negative
Amazon,Can't open app,1,Negative
Amazon,"3 of the last 4 orders have been lost in transit with no help from Amazon's AI. Maybe hire humans to help. Update, they keep offering 4 hour windows and missing them by 8 hours.",1,Negative
Amazon,Convenient for my shopping needs ✅️,5,Positive
Amazon,App is way too bright. Will change review when dark mode option is available.,1,Negative
Amazon,recent app maybe past couple months app constantly crashes and closes on first open of you haven't opened and used it for a while,1,Negative
Amazon,"absolute disaster, prime members are treated worse than normal members, same day delivery person called, said nothing, hung up and left without delivering meanwhile I was just waiting for the order the whole day at home. App response was terrible after confirming that I am home they sent a message that the order is going to be delivered the next day.....",1,Negative
Amazon,Shocking goods never received. I want a refund please.,1,Negative
Amazon,المنتجات دائما تكون خاطئة,1,Negative
Amazon,App keeps shutting down on me when I try to do a search since the latest update.,1,Negative
Amazon,Continues to close when attempting to view items. Notification of a bug with the app but Amazon has not corrected in quite some time.,1,Negative
Amazon,go thing,4,Positive
Amazon,Good app.,4,Positive
Amazon,never use it because most items are fake return items is worst because you will pay to deliver it to get money back highly not recommended,1,Negative
Amazon,appalling advert stops everything,1,Negative
Amazon,"more chaotic everyday. late packages, missing packages, wrong packages, damaged goods, used goods, etc.",1,Negative
Amazon,updated,5,Positive
Amazon,IT SAYS LATEST UPDATE FIXED BUGS BUT IT IS WORSE!!! NOW IN YOUR NON-FOOD PRIME ORDERS FOR EACH ITEM YOU HAVE TO SELECT WHETHER YOU WANT TO HIDE WHATS INSIDE OR SHIP IN MANUFACTURERS CONTAINER! LET THAT SINK IN! FOR EACH? AND I ORDER A LOT! ALSO HAS GONE BACK TO DECLINING MY PERFECTLY GOOD DEBIT CARD I HAVE BEEN USING FOR YEARS! 🤬🤬🤬 UNINSTALLING LATEST UPDATE. ALSO YOU USED TO BE ABLE TO JUMP TO THE REVIEWS AND THERE WAS A TOP ARROW WHEN YOU WERE DONE BUT NOW THIS IS GONE TOO! HORRIBLE UPDATE,1,Negative
Amazon,"The latest app version I have now pulls up associate links when you click share. Often, the share menu is all white and blank. If I take a screenshot, it pulls up an all white, blank menu. When that menu isn't glitched and blank, its the associate-link share menu. I can't get a screenshot of the product image, with pricing, in one image because the share menu pops up preventing me from scrolling down to the price section while taking the screenshot.",1,Negative
Amazon,Easy returns and resolutions.,5,Positive
Amazon,"Great prices and fast delivery. I am actually shocked at the high quality of produce.,,🥳",5,Positive
Amazon,very good,5,Positive
Amazon,"amazon is a joke now, terrible customer service. Won't issue a refund or even deliver the same item i just spent $600 on. They threaten to delete your account because their driver deliver to wrong address, clearly shows a totally different porch in the picture. I'll be contacting my bank for a fraudulent charge and take my business elsewhere",1,Negative
Amazon,بس,5,Positive
Amazon,"The app is now completely useless to me because I'm using an older Android 8.1 tablet. The tablet has been my shopping/ Prime tablet for years,now I can't use the app anymore 😮‍💨 I can't even watch Prime videos anymore! Amazon has decided to not support anything below Android 9 now! 🤨 I will have to go to the website using a browser now & log in that way. I know it's easy to say get a new tablet but Not everyone can afford to buy a new table and has to make do with older Tec.",3,Neutral
Amazon,I truly enjoy shopping on Amazon,5,Positive
Amazon,"Constant video ads, freezes up, and extremely glitchy navigation. How is it that in 2026, *Amazon* can't even have a stable cell phone app?",1,Negative
Amazon,"Amazon is ok at best, but when using the app, do not buy anything sponsored by Amazon. it just means the quality is low and the reviews are fake.",1,Negative
Amazon,"scam, Made a call to try recover my old shoping account and got billed 20€ for 5 min calling from Norway to U.K.",1,Negative
Amazon,amazon is scam,1,Negative
Amazon,great,5,Positive
Amazon,I was humiliated by the customer service agents on the chat over and over. I was lied to and misinformed despite having paid for Amazon Prime. I am so glad I cancelled. Worst experience ever.,1,Negative
Amazon,تم خصم مبالغ من بطاقتي بتسريب بيانات من التطبيق و وعدو بايقاف الطلبات ورد المبلغ للبطاقة وبعد اسبوعين من المراجعات قالو تم اختراق بطاقتك و راجع البنك !! وين وعود ايقاف الطلبات و وين وعود رد المبلغ الموثقة بايميل رسمي منهم ؟!! علما بطاقتي للان شغالة و لم يتم سرقة اي مبالغ منها الا عن طريق امازون !!,1,Negative
Amazon,convenience,5,Positive
Amazon,good,4,Positive
Amazon,irrelevant search results,1,Negative
Amazon,"I've been trying to talk to an agent for 1 hour and 19 minutes, Everytime I get close to talking to someone I get an error 'ooops something went wrong' or it just takes me back home so I can start all over again. I have lost my patience with you. It is so wrong to treat your customers like this. I will be taking my business elsewhere. 6 days later... Still can't talk to anyone, I clock in NEED MORE HELP then CONTACT US and as soon as I click on that I sends me back to the 1st Screen. OMG!!!!!!!!",1,Negative
Amazon,if u really want to work with I DOLLETA KIEDIS 🇯🇲 now and show up red Hot chili pepper Anthony kiedis now 2/28/ 26,1,Negative
Amazon,"Items lost in transit, can't even do your only job. Was overnight but got delayed 3 times for no reason, as there were no weather issues in the area.",1,Negative
Amazon,This app has been broken for over a week. The app force closes when trying to search for something and when clicking on a deeplink outside the app. It's essentially unusable and embarrassing for a company with so many resources that a hotfix hasn't gone out yet.,1,Negative
Amazon,"I've been using this app for ten years, that should tell you something.",5,Positive
Amazon,The app closes for no reason.,1,Negative
Amazon,"I don't know what's going on, but often it'll tell me I have 10 hours or so to place the order for a certain delivery day. I go and do stuff for an hr or 2, come back, and suddenly the ordering window changes to 2 days or longer. Does the Amazon universe run on a different clock? Does 10 hours equal 2 hours in the real world? It also keeps glitching and repeating listings as I scroll down...like a loop. I can't filter or sort the listings by price from low to high. It's not customisable enough.",3,Neutral
